G,Date,Opp,W/L,Tm,Opp.1,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,FG.1,FGA.1,FG%.1,3P.1,3PA.1,3P%.1,FT.1,FTA.1,FT%.1,ORB.1,TRB.1,AST.1,STL.1,BLK.1,TOV.1,PF.1
14,2023-01-03,Ole Miss,W,84,62,29,63,.460,9,20,.450,17,25,.680,8,35,13,7,5,7,15,24,69,.348,2,24,.083,12,17,.706,11,41,9,4,8,12,23
15,2023-01-07,Kentucky,W,78,52,26,54,.481,8,22,.364,18,26,.692,6,37,13,9,6,9,13,21,73,.288,5,20,.250,5,8,.625,16,37,7,4,6,11,20
16,2023-01-11,Arkansas,W,84,69,25,54,.463,9,20,.450,25,36,.694,5,33,11,8,5,13,22,26,61,.426,2,10,.200,15,23,.652,8,33,9,6,4,14,23
17,2023-01-14,LSU,W,106,66,35,76,.461,20,54,.370,16,20,.800,19,48,19,7,7,8,21,18,61,.295,8,21,.381,22,29,.759,11,33,12,4,0,11,18
18,2023-01-17,Vanderbilt,W,78,66,28,64,.438,8,30,.267,14,17,.824,10,43,10,3,4,14,19,22,73,.301,6,33,.182,16,20,.800,12,40,8,6,1,8,19
19,2023-01-21,Missouri,W,85,64,25,68,.368,10,35,.286,25,32,.781,12,47,12,5,1,10,17,23,70,.329,3,28,.107,15,19,.789,12,41,7,6,8,9,21
20,2023-01-25,Mississippi State,W,66,63,21,57,.368,5,28,.179,19,22,.864,9,30,11,5,3,11,15,26,56,.464,3,15,.200,8,12,.667,8,31,13,8,6,15,23
21,2023-01-28,Oklahoma,L,69,93,25,66,.379,6,22,.273,13,21,.619,14,33,6,7,2,13,20,34,59,.576,9,13,.692,16,19,.842,5,35,17,3,4,13,20
22,2023-01-31,Vanderbilt,W,101,44,36,61,.590,19,41,.463,10,14,.714,9,42,29,10,3,11,12,16,64,.250,3,30,.100,9,11,.818,13,29,6,7,1,15,13
23,2023-02-04,LSU,W,79,69,26,58,.448,13,29,.448,14,15,.933,4,32,19,4,5,8,18,19,62,.306,7,27,.259,24,31,.774,9,32,11,7,8,7,16
24,2023-02-08,Florida,W,97,69,36,73,.493,15,34,.441,10,15,.667,10,41,18,8,7,8,21,22,63,.349,4,14,.286,21,31,.677,11,35,9,7,3,10,14
25,2023-02-11,Auburn,W,77,69,29,49,.592,6,21,.286,13,23,.565,6,33,14,7,5,12,16,20,62,.323,7,24,.292,22,26,.846,13,31,11,9,2,10,20
26,2023-02-15,Tennessee,L,59,68,17,48,.354,9,24,.375,16,20,.800,7,40,11,3,4,19,21,23,63,.365,6,23,.261,16,25,.640,9,33,16,11,3,7,18
27,2023-02-18,Georgia,W,108,59,39,63,.619,16,34,.471,14,22,.636,11,46,26,4,6,11,23,21,56,.375,4,13,.308,13,30,.433,7,24,8,8,0,8,19
28,2023-02-22,South Carolina,W (1 OT),78,76,27,62,.435,7,27,.259,17,25,.680,10,39,10,6,5,11,17,30,62,.484,9,21,.429,7,13,.538,4,25,7,5,3,10,21
29,2023-02-25,Arkansas,W,86,83,29,64,.453,3,22,.136,25,30,.833,11,44,13,6,4,16,21,29,70,.414,5,10,.500,20,29,.690,9,33,6,12,6,11,25
30,2023-03-01,Auburn,W (1 OT),90,85,29,66,.439,8,31,.258,24,31,.774,12,32,16,10,5,14,20,29,63,.460,12,20,.600,15,24,.625,9,34,13,7,0,17,29
31,2023-03-04,Texas A&M,L,61,67,22,65,.338,7,36,.194,10,11,.909,15,40,9,6,4,17,22,18,53,.340,4,16,.250,27,28,.964,4,30,8,7,5,13,14
32,2023-03-10,Mississippi State,W,72,49,27,67,.403,13,37,.351,5,9,.556,11,36,21,7,6,7,15,18,58,.310,1,13,.077,12,16,.750,11,37,4,5,6,12,12
33,2023-03-11,Missouri,W,72,61,28,57,.491,8,27,.296,8,11,.727,8,40,18,3,4,15,13,23,68,.338,7,25,.280,8,8,1.000,5,25,10,10,1,5,13
34,2023-03-12,Texas A&M,W,82,63,27,66,.409,12,36,.333,16,22,.727,20,48,16,6,7,11,19,19,64,.297,5,15,.333,20,24,.833,15,33,6,5,2,12,21
1,2022-11-10,North Alabama,L,76,84,29,63,.460,9,22,.409,9,17,.529,8,27,14,7,6,8,22,29,58,.500,10,19,.526,16,27,.593,11,39,15,2,4,11,18
2,2022-11-14,Tennessee State,L,76,87,28,64,.438,7,18,.389,13,19,.684,10,29,13,9,4,20,24,30,63,.476,11,30,.367,16,23,.696,8,28,16,7,3,14,17
3,2022-11-17,Samford,L,64,84,22,63,.349,6,25,.240,14,30,.467,7,29,15,12,2,13,22,25,60,.417,7,25,.280,27,37,.730,16,50,10,7,3,17,21
4,2022-11-19,Norfolk State,L,83,89,28,68,.412,12,30,.400,15,19,.789,13,32,15,8,2,14,22,27,53,.509,11,19,.579,24,34,.706,9,27,17,11,2,12,18
5,2022-11-23,Louisiana Tech,L,75,80,23,51,.451,10,23,.435,19,24,.792,5,21,18,7,4,21,17,29,58,.500,13,29,.448,9,13,.692,8,30,20,8,3,22,19
6,2022-11-25,UT-Southern,W,90,79,32,61,.525,10,18,.556,16,20,.800,11,33,14,11,3,9,14,30,63,.476,13,30,.433,6,10,.600,11,30,20,5,1,14,17
7,2022-11-28,Fisk,W,71,55,26,51,.510,7,17,.412,12,15,.800,7,25,16,16,6,20,18,19,61,.311,4,15,.267,13,17,.765,19,36,11,16,1,24,12
8,2022-12-09,Lipscomb,W,63,59,27,68,.397,2,14,.143,7,12,.583,10,35,8,12,5,11,13,22,58,.379,11,34,.324,4,10,.400,8,37,10,7,2,17,16
9,2022-12-12,South Alabama,L,71,78,26,59,.441,9,19,.474,10,10,1.000,3,22,12,6,2,7,13,30,58,.517,14,31,.452,4,9,.444,6,32,18,4,5,11,10
10,2022-12-15,Rust,W,97,75,38,61,.623,17,21,.810,4,5,.800,7,32,27,12,5,16,19,24,59,.407,10,28,.357,17,23,.739,9,25,11,11,2,20,11
11,2022-12-17,Illinois,L,47,68,17,56,.304,3,17,.176,10,14,.714,10,31,2,7,6,17,23,24,57,.421,7,27,.259,13,23,.565,14,40,9,7,6,18,16
13,2022-12-22,Vanderbilt,L,62,70,26,58,.448,6,15,.400,4,9,.444,7,24,16,5,0,9,17,22,57,.386,8,34,.235,18,23,.783,17,41,14,6,5,12,11
14,2022-12-29,Ohio State,L,59,90,24,62,.387,6,18,.333,5,7,.714,8,28,12,4,1,15,24,32,61,.525,9,25,.360,17,29,.586,12,39,19,5,7,10,11
15,2023-01-02,Arkansas-Pine Bluff,W,66,59,26,61,.426,7,14,.500,7,15,.467,11,35,18,11,6,17,15,18,61,.295,8,36,.222,15,18,.833,11,31,12,8,3,18,19
16,2023-01-04,Mississippi Valley State,W,75,68,26,51,.510,10,20,.500,13,17,.765,6,23,19,6,5,13,15,23,54,.426,7,12,.583,15,20,.750,11,29,17,9,4,15,17
17,2023-01-07,Alcorn State,L,76,89,28,62,.452,4,18,.222,16,25,.640,11,21,14,8,3,14,20,28,55,.509,7,15,.467,26,29,.897,11,32,15,6,7,14,24
18,2023-01-09,Jackson State,L,64,72,20,49,.408,5,16,.313,19,27,.704,7,29,9,6,4,15,17,23,57,.404,9,29,.310,17,25,.680,11,34,14,10,3,14,20
19,2023-01-16,Alabama State,L,61,69,22,64,.344,5,22,.227,12,19,.632,14,32,7,13,9,10,13,25,54,.463,7,18,.389,12,15,.800,8,32,12,6,5,15,14
20,2023-01-21,Texas Southern,L,59,70,23,59,.390,5,18,.278,8,15,.533,8,28,7,9,2,19,23,24,53,.453,3,10,.300,19,25,.760,11,39,11,10,4,22,21
21,2023-01-23,Prairie View,W,67,59,25,52,.481,7,14,.500,10,19,.526,11,33,11,6,6,18,20,22,53,.415,6,17,.353,9,19,.474,10,28,8,11,3,19,17
22,2023-01-28,Florida A&M,W,61,56,22,49,.449,2,12,.167,15,25,.600,6,29,9,7,3,9,15,18,54,.333,8,22,.364,12,15,.800,11,32,14,4,1,13,20
23,2023-01-30,Bethune-Cookman,L,77,88,27,63,.429,7,23,.304,16,23,.696,11,41,8,5,2,18,23,30,56,.536,10,19,.526,18,33,.545,5,29,16,15,5,9,19
24,2023-02-04,Southern,W,82,61,31,50,.620,9,20,.450,11,16,.688,5,25,17,8,2,15,15,20,47,.426,5,20,.250,16,18,.889,4,18,10,7,2,17,15
25,2023-02-06,Grambling,L,60,66,19,43,.442,4,16,.250,18,30,.600,5,22,11,9,6,9,21,18,49,.367,5,15,.333,25,31,.806,15,36,7,6,3,15,23
26,2023-02-11,Mississippi Valley State,W (2 OT),70,68,27,65,.415,1,15,.067,15,25,.600,11,31,7,10,2,13,21,21,50,.420,2,13,.154,24,29,.828,8,37,9,7,3,20,19
27,2023-02-13,Arkansas-Pine Bluff,W,75,72,23,53,.434,10,19,.526,19,28,.679,9,34,16,6,6,12,24,20,51,.392,11,28,.393,21,30,.700,6,26,17,8,3,12,24
28,2023-02-18,Bethune-Cookman,W,90,56,32,55,.582,6,12,.500,20,24,.833,8,39,16,7,5,14,23,17,58,.293,5,16,.313,17,24,.708,7,23,7,8,0,11,21
29,2023-02-20,Florida A&M,L,71,77,22,59,.373,8,18,.444,19,33,.576,11,35,14,6,4,6,19,26,55,.473,5,19,.263,20,25,.800,8,39,10,6,11,9,22
30,2023-02-25,Alabama State,W,55,50,19,48,.396,5,16,.313,12,21,.571,7,28,10,7,4,8,13,18,60,.300,9,30,.300,5,8,.625,16,41,10,4,2,12,14
31,2023-03-02,Grambling,L,48,60,19,55,.345,3,17,.176,7,13,.538,10,30,6,4,4,18,20,20,44,.455,4,12,.333,16,28,.571,6,26,12,8,4,13,16
32,2023-03-04,Southern,W,68,65,26,46,.565,11,21,.524,5,8,.625,5,31,16,3,6,19,18,23,55,.418,3,23,.130,16,19,.842,6,20,10,13,1,9,12
33,2023-03-09,Southern,W,77,63,22,47,.468,7,19,.368,26,35,.743,11,36,12,11,5,14,21,20,53,.377,4,19,.211,19,26,.731,9,22,9,8,3,13,25
34,2023-03-10,Texas Southern,L,61,74,18,52,.346,6,23,.261,19,30,.633,15,37,10,6,3,16,20,24,57,.421,5,16,.313,21,28,.750,16,33,10,8,4,11,22
1,2022-11-07,UAB,L,70,111,24,76,.316,9,24,.375,13,16,.813,12,33,12,5,8,14,31,34,64,.531,9,21,.429,34,45,.756,9,47,13,7,7,11,18
2,2022-11-10,USC,L,58,96,22,66,.333,5,20,.250,9,14,.643,12,32,8,8,3,18,19,36,65,.554,11,23,.478,13,21,.619,11,41,22,11,9,17,18
3,2022-11-13,Pepperdine,L,62,91,23,69,.333,5,14,.357,11,16,.688,8,31,10,5,3,12,18,33,63,.524,13,27,.481,12,19,.632,7,41,23,6,9,9,15
4,2022-11-15,San Jose State,L,57,70,21,61,.344,5,17,.294,10,13,.769,7,21,10,1,2,5,20,25,51,.490,7,18,.389,13,26,.500,12,36,12,3,8,11,15
5,2022-11-20,Pitt,L,54,73,22,65,.338,5,20,.250,5,9,.556,12,34,11,7,3,12,17,26,62,.419,10,29,.345,11,14,.786,12,42,13,8,4,13,11
6,2022-11-23,Duquesne,L,57,75,19,61,.311,4,9,.444,15,25,.600,20,39,8,3,1,13,18,26,56,.464,8,21,.381,15,22,.682,13,36,14,6,11,11,18
7,2022-11-26,Eastern Illinois,W,67,58,23,59,.390,9,24,.375,12,21,.571,15,41,11,4,2,14,21,20,57,.351,4,19,.211,14,21,.667,13,32,13,5,1,13,19
8,2022-11-27,Ohio,L,58,72,24,65,.369,6,15,.400,4,6,.667,10,31,6,8,2,8,11,28,61,.459,10,31,.323,6,9,.667,12,40,17,5,5,11,7
9,2022-12-07,North Alabama,L,63,71,24,63,.381,8,18,.444,7,9,.778,2,25,11,5,3,7,19,24,56,.429,7,20,.350,16,25,.640,11,45,12,3,5,12,11
10,2022-12-17,Georgia Tech,L,60,96,23,66,.348,4,20,.200,10,15,.667,5,31,10,3,2,7,14,37,68,.544,13,24,.542,9,13,.692,6,43,25,5,8,5,17
11,2022-12-19,Arkansas State,L,65,72,19,49,.388,7,13,.538,20,27,.741,4,25,12,3,4,9,19,24,54,.444,7,19,.368,17,23,.739,11,37,16,6,6,8,17
12,2022-12-21,Memphis,L,61,83,22,72,.306,6,29,.207,11,15,.733,13,34,11,9,0,14,15,33,60,.550,5,15,.333,12,16,.750,5,35,18,7,14,14,11
13,2022-12-29,Lane,W,90,78,29,57,.509,7,17,.412,25,35,.714,13,50,15,8,5,24,22,30,71,.423,7,22,.318,11,20,.550,3,21,11,15,6,11,25
14,2023-01-02,Mississippi Valley State,W,70,61,21,57,.368,7,23,.304,21,24,.875,11,34,12,6,2,13,18,23,60,.383,3,13,.231,12,15,.800,8,26,6,9,2,11,17
15,2023-01-04,Arkansas-Pine Bluff,W,80,66,29,66,.439,6,23,.261,16,19,.842,15,45,14,5,4,10,13,23,61,.377,10,29,.345,10,16,.625,8,32,8,1,2,13,16
16,2023-01-07,Jackson State,L,58,61,21,60,.350,4,25,.160,12,16,.750,13,32,9,8,5,14,13,22,65,.338,4,25,.160,13,20,.650,19,40,4,7,2,13,17
17,2023-01-09,Alcorn State,L,76,92,20,44,.455,7,15,.467,29,33,.879,3,25,11,5,2,15,22,31,66,.470,10,19,.526,20,28,.714,14,35,10,8,2,8,22
18,2023-01-16,Alabama A&M,W,69,61,25,54,.463,7,18,.389,12,15,.800,8,32,12,6,5,15,14,22,64,.344,5,22,.227,12,19,.632,14,32,7,13,9,10,13
19,2023-01-21,Prairie View,W (1 OT),56,55,14,52,.269,6,25,.240,22,28,.786,15,42,6,6,7,17,20,19,69,.275,3,19,.158,14,20,.700,23,44,4,8,2,13,22
20,2023-01-23,Texas Southern,L,65,71,22,56,.393,5,19,.263,16,20,.800,7,34,6,7,7,12,20,25,61,.410,6,17,.353,15,21,.714,7,35,6,5,6,11,17
21,2023-01-28,Bethune-Cookman,L,62,64,24,57,.421,6,17,.353,8,13,.615,9,27,8,7,5,10,17,22,56,.393,7,23,.304,13,16,.813,11,35,8,5,2,11,13
22,2023-01-30,Florida A&M,L,58,69,21,60,.350,4,19,.211,12,18,.667,11,29,7,7,1,12,23,23,53,.434,7,18,.389,16,24,.667,10,33,10,7,5,13,15
23,2023-02-04,Grambling,L,60,73,18,50,.360,4,12,.333,20,30,.667,6,28,7,6,2,11,17,25,51,.490,9,19,.474,14,23,.609,7,35,9,4,10,12,24
24,2023-02-06,Southern,W,73,66,26,59,.441,6,19,.316,15,19,.789,13,36,17,6,7,13,13,25,70,.357,3,27,.111,13,16,.813,20,43,6,6,3,13,17
25,2023-02-11,Arkansas-Pine Bluff,W,74,71,24,49,.490,7,19,.368,19,24,.792,6,23,10,5,3,13,25,24,56,.429,7,21,.333,16,23,.696,13,31,13,6,0,12,20
26,2023-02-13,Mississippi Valley State,L,70,76,26,55,.473,5,20,.250,13,23,.565,10,32,7,7,4,11,19,27,53,.509,5,13,.385,17,24,.708,5,27,14,7,2,11,18
27,2023-02-18,Florida A&M,L,54,60,20,60,.333,5,22,.227,9,16,.563,15,36,10,9,3,14,17,20,49,.408,6,19,.316,14,16,.875,6,29,9,6,5,17,19
28,2023-02-20,Bethune-Cookman,L,65,70,23,54,.426,6,21,.286,13,23,.565,13,28,16,7,4,12,15,27,60,.450,4,15,.267,12,17,.706,12,32,10,7,1,8,16
29,2023-02-25,Alabama A&M,L,50,55,18,60,.300,9,30,.300,5,8,.625,16,41,10,4,2,12,14,19,48,.396,5,16,.313,12,21,.571,7,28,10,7,4,8,13
30,2023-03-02,Southern,L,52,66,18,52,.346,7,25,.280,9,16,.563,10,31,6,7,6,19,19,23,53,.434,5,19,.263,15,24,.625,7,32,13,15,1,16,17
31,2023-03-04,Grambling,L,49,69,18,47,.383,4,13,.308,9,18,.500,10,30,6,5,3,16,14,25,56,.446,6,12,.500,13,15,.867,10,30,11,10,2,7,15
1,2022-11-07,Towson,L,62,67,19,53,.358,10,31,.323,14,18,.778,10,33,14,5,4,15,21,23,53,.434,3,12,.250,18,21,.857,7,28,13,6,3,13,16
2,2022-11-08,Immaculata,W,74,47,28,54,.519,10,25,.400,8,17,.471,16,40,19,11,0,24,23,17,39,.436,3,12,.250,10,25,.400,4,15,8,16,4,21,17
3,2022-11-12,Siena,L,62,75,21,54,.389,8,22,.364,12,18,.667,7,27,7,4,3,10,27,23,54,.426,9,17,.529,20,33,.606,16,41,14,4,5,13,18
4,2022-11-14,Union (NY),W,87,75,30,60,.500,9,24,.375,18,24,.750,12,35,17,7,5,12,16,29,61,.475,5,12,.417,12,14,.857,8,26,17,4,2,14,18
5,2022-11-17,St. Joseph's,L,79,99,25,60,.417,9,27,.333,20,29,.690,10,31,12,7,1,12,29,31,55,.564,12,26,.462,25,43,.581,9,35,16,10,1,12,27
6,2022-11-21,Austin Peay,L,59,74,20,48,.417,5,22,.227,14,21,.667,8,28,12,3,1,14,24,24,49,.490,3,13,.231,23,27,.852,4,26,11,2,3,7,18
7,2022-11-22,Presbyterian,W,68,65,26,61,.426,9,20,.450,7,15,.467,11,34,11,5,1,11,17,24,55,.436,0,11,.000,17,22,.773,9,34,4,6,2,12,21
8,2022-11-26,Florida Atlantic,L,56,73,20,58,.345,5,16,.313,11,15,.733,7,28,6,6,2,9,15,29,59,.492,8,24,.333,7,11,.636,7,36,10,6,3,11,14
9,2022-11-29,American,L,62,88,22,50,.440,8,19,.421,10,15,.667,8,17,8,6,2,10,15,35,49,.714,8,11,.727,10,12,.833,5,27,23,9,2,11,13
10,2022-12-05,UMass,L,73,87,25,63,.397,11,33,.333,12,20,.600,10,34,14,4,3,18,23,33,62,.532,3,15,.200,18,26,.692,5,32,19,12,6,12,19
11,2022-12-10,Providence,L,55,93,19,67,.284,6,30,.200,11,13,.846,12,28,8,8,4,13,22,34,62,.548,4,19,.211,21,26,.808,12,46,17,7,3,12,12
12,2022-12-14,LIU,W,76,59,26,55,.473,4,17,.235,20,25,.800,7,41,17,9,2,17,20,23,62,.371,3,11,.273,10,21,.476,10,30,12,6,4,18,18
13,2022-12-18,Loyola (IL),L,56,68,19,54,.352,5,18,.278,13,18,.722,9,24,10,5,1,11,18,24,48,.500,6,16,.375,14,20,.700,7,33,14,4,7,12,16
14,2022-12-20,Northern Illinois,W,83,78,30,64,.469,12,29,.414,11,17,.647,8,30,14,7,1,12,19,29,54,.537,5,17,.294,15,21,.714,5,30,14,5,3,16,21
15,2022-12-28,Virginia,L,46,66,16,52,.308,6,27,.222,8,11,.727,4,26,9,3,3,8,16,25,52,.481,5,18,.278,11,20,.550,6,32,15,4,7,7,9
16,2022-12-31,New Hampshire,L,51,67,19,54,.352,3,13,.231,10,18,.556,13,31,9,8,2,12,13,24,54,.444,10,23,.435,9,15,.600,12,35,16,6,5,10,15
17,2023-01-05,UMBC,L,83,92,27,62,.435,12,33,.364,17,19,.895,12,37,15,5,1,11,21,34,63,.540,5,22,.227,19,26,.731,9,30,21,6,2,6,16
18,2023-01-08,UMass-Lowell,W,89,63,26,55,.473,13,20,.650,24,29,.828,12,33,18,10,2,8,15,23,53,.434,3,15,.200,14,18,.778,8,23,10,6,7,13,22
19,2023-01-11,Bryant,L,69,86,27,61,.443,7,24,.292,8,12,.667,10,27,14,6,0,9,14,32,60,.533,15,31,.484,7,10,.700,9,33,22,5,3,12,11
20,2023-01-14,NJIT,L,67,74,23,58,.397,10,27,.370,11,16,.688,7,37,11,4,0,12,21,24,56,.429,7,15,.467,19,27,.704,8,35,16,8,3,7,15
21,2023-01-19,Binghamton,L,54,65,21,57,.368,2,19,.105,10,13,.769,10,25,6,6,1,13,17,23,43,.535,4,9,.444,15,17,.882,3,25,12,5,3,14,15
22,2023-01-25,New Hampshire,L,65,84,24,59,.407,3,19,.158,14,19,.737,9,28,10,4,0,10,18,31,59,.525,7,20,.350,15,17,.882,7,34,12,3,3,8,17
23,2023-01-28,Maine,L,68,72,26,50,.520,7,18,.389,9,12,.750,5,27,17,2,2,15,14,28,55,.509,5,22,.227,11,12,.917,2,19,13,10,1,7,12
24,2023-02-01,UMass-Lowell,L,50,66,17,54,.315,8,19,.421,8,13,.615,6,27,11,1,1,14,17,23,56,.411,6,23,.261,14,15,.933,9,41,12,6,8,11,17
25,2023-02-04,Vermont,L,68,87,24,51,.471,7,23,.304,13,15,.867,4,22,8,6,0,13,11,34,56,.607,13,28,.464,6,8,.750,4,26,21,7,2,9,15
26,2023-02-08,Bryant,L,62,87,22,64,.344,4,21,.190,14,21,.667,13,32,9,8,3,11,19,29,59,.492,10,25,.400,19,22,.864,9,38,16,9,5,12,18
27,2023-02-11,Binghamton,L (1 OT),66,80,23,52,.442,5,19,.263,15,23,.652,4,30,6,4,1,12,20,29,57,.509,9,15,.600,13,22,.591,7,32,10,9,2,12,17
28,2023-02-15,UMBC,W,81,74,29,63,.460,10,30,.333,13,15,.867,7,34,16,5,3,10,20,21,59,.356,6,25,.240,26,27,.963,8,30,13,4,5,8,16
29,2023-02-18,Maine,L,72,74,26,50,.520,11,23,.478,9,10,.900,2,24,15,6,0,14,19,25,51,.490,5,16,.313,19,23,.826,6,27,19,9,4,12,14
30,2023-02-25,NJIT,W,82,68,25,57,.439,9,26,.346,23,28,.821,11,39,10,6,1,7,16,26,58,.448,8,20,.400,8,13,.615,5,25,12,4,1,9,18
31,2023-02-28,Vermont,L,61,79,21,55,.382,9,31,.290,10,11,.909,5,26,10,7,1,14,16,27,51,.529,11,28,.393,14,16,.875,2,28,18,5,2,12,12
1,2022-11-07,Ole Miss,L,58,73,21,57,.368,7,15,.467,9,11,.818,7,26,12,11,5,16,25,22,59,.373,9,25,.360,20,28,.714,18,39,11,8,5,16,16
2,2022-11-12,Wichita State,W,66,57,25,55,.455,7,19,.368,9,11,.818,9,29,11,7,3,8,17,22,54,.407,4,24,.167,9,14,.643,10,30,10,3,2,12,13
3,2022-11-15,Stephen F. Austin,W,69,60,24,54,.444,5,13,.385,16,23,.696,10,33,8,11,0,19,24,21,54,.389,5,22,.227,13,23,.565,13,28,12,5,3,18,25
4,2022-11-22,UTEP,L (2 OT),61,73,21,69,.304,2,22,.091,17,28,.607,17,45,9,8,1,17,31,25,55,.455,1,18,.056,22,43,.512,10,38,9,7,3,12,17
5,2022-11-23,Texas A&M-Corpus Christi,L,67,98,25,56,.446,5,17,.294,12,23,.522,10,28,9,6,4,16,20,33,57,.579,12,26,.462,20,25,.800,7,29,17,8,2,11,19
6,2022-11-25,Cal State Bakersfield,W,62,54,20,52,.385,5,15,.333,17,29,.586,6,26,7,13,3,11,20,18,48,.375,4,12,.333,14,22,.636,7,34,8,5,2,20,20
7,2022-11-27,Arizona State,L,54,76,19,70,.271,5,23,.217,11,17,.647,14,36,13,7,1,7,24,24,52,.462,6,25,.240,22,29,.759,5,36,20,2,9,12,14
8,2022-11-29,Grand Canyon,L,72,80,25,60,.417,7,17,.412,15,18,.833,11,24,8,3,1,5,20,27,49,.551,10,21,.476,16,21,.762,7,27,17,3,7,9,15
9,2022-12-04,Tennessee,L,40,94,13,48,.271,1,16,.063,13,16,.813,5,20,3,7,1,20,20,33,63,.524,8,24,.333,20,24,.833,15,39,27,13,5,11,16
10,2022-12-10,Southern Illinois,L,68,74,25,60,.417,5,15,.333,13,17,.765,11,28,10,7,1,10,20,25,48,.521,11,31,.355,13,21,.619,8,30,21,4,0,19,18
11,2022-12-18,Seattle,L,58,72,24,69,.348,1,16,.063,9,14,.643,12,30,6,7,2,8,19,24,53,.453,13,32,.406,11,18,.611,8,31,18,3,7,16,17
12,2022-12-20,Dayton,L,46,88,19,68,.279,2,15,.133,6,12,.500,14,28,7,7,4,7,21,31,60,.517,5,20,.250,21,26,.808,15,46,20,3,11,10,9
14,2023-01-02,Jackson State,L,66,67,21,52,.404,6,24,.250,18,24,.750,16,41,11,9,2,21,22,24,58,.414,4,17,.235,15,28,.536,11,27,11,9,3,14,19
15,2023-01-07,Alabama A&M,W,89,76,28,55,.509,7,15,.467,26,29,.897,11,32,15,6,7,14,24,28,62,.452,4,18,.222,16,25,.640,11,21,14,8,3,14,20
16,2023-01-09,Alabama State,W,92,76,31,66,.470,10,19,.526,20,28,.714,14,35,10,8,2,8,22,20,44,.455,7,15,.467,29,33,.879,3,25,11,5,2,15,22
17,2023-01-14,Texas Southern,W (1 OT),79,74,25,71,.352,8,20,.400,21,25,.840,14,41,9,10,2,10,22,25,59,.424,4,17,.235,20,30,.667,9,34,12,6,9,16,20
18,2023-01-16,Prairie View,W (1 OT),77,68,27,63,.429,3,14,.214,20,27,.741,11,32,9,6,0,12,14,28,61,.459,3,18,.167,9,14,.643,12,34,13,6,2,16,23
19,2023-01-21,Florida A&M,W,57,47,20,47,.426,5,16,.313,12,18,.667,7,31,10,4,2,13,14,18,51,.353,2,16,.125,9,15,.600,11,29,8,2,0,15,16
20,2023-01-23,Bethune-Cookman,W,76,68,29,66,.439,3,14,.214,15,16,.938,11,33,14,8,0,10,18,24,54,.444,9,18,.500,11,17,.647,7,30,14,4,7,15,21
21,2023-01-28,Southern,L,68,80,25,63,.397,8,30,.267,10,23,.435,15,32,7,10,4,13,15,29,53,.547,11,28,.393,11,12,.917,2,29,21,7,5,18,18
22,2023-01-30,Grambling,W,63,60,25,51,.490,6,21,.286,7,11,.636,7,22,6,9,2,12,14,22,43,.512,9,17,.529,7,15,.467,6,24,13,4,3,16,13
23,2023-02-04,Arkansas-Pine Bluff,W,70,67,26,58,.448,4,14,.286,14,18,.778,13,37,12,4,2,12,13,22,53,.415,15,36,.417,8,11,.727,5,22,17,6,3,11,18
24,2023-02-06,Mississippi Valley State,W,81,70,27,55,.491,9,24,.375,18,20,.900,7,31,16,8,3,11,17,24,52,.462,10,21,.476,12,20,.600,7,25,15,6,1,13,18
25,2023-02-11,Bethune-Cookman,W,76,74,30,74,.405,6,20,.300,10,12,.833,16,41,12,10,5,9,13,27,60,.450,13,27,.481,7,12,.583,7,35,18,5,3,13,10
26,2023-02-13,Florida A&M,W,67,64,18,49,.367,1,15,.067,30,38,.789,10,33,5,7,6,9,15,21,56,.375,10,25,.400,12,16,.750,13,35,15,6,3,14,22
27,2023-02-18,Jackson State,W,75,60,31,53,.585,10,23,.435,3,4,.750,7,25,21,13,1,15,20,19,47,.404,6,18,.333,16,26,.615,12,25,9,8,0,16,9
28,2023-02-25,Prairie View,L,71,75,27,59,.458,2,10,.200,15,18,.833,10,29,8,6,3,14,18,25,60,.417,7,19,.368,18,21,.857,9,28,10,8,3,14,20
29,2023-02-27,Texas Southern,W,89,81,27,59,.458,6,19,.316,29,40,.725,7,28,14,9,2,4,19,32,62,.516,4,16,.250,13,15,.867,8,30,8,2,0,12,24
30,2023-03-02,Mississippi Valley State,W,70,60,26,58,.448,6,13,.462,12,19,.632,10,31,12,11,2,9,12,22,52,.423,10,27,.370,6,12,.500,8,29,16,4,1,15,14
31,2023-03-04,Arkansas-Pine Bluff,W,63,58,20,43,.465,4,13,.308,19,29,.655,3,31,6,6,1,16,18,17,59,.288,7,36,.194,17,22,.773,10,35,12,9,1,10,22
32,2023-03-08,Texas Southern,L,62,66,22,53,.415,3,11,.273,15,19,.789,5,26,10,11,7,15,19,24,53,.453,2,12,.167,16,22,.727,9,35,14,9,1,15,20
1,2022-11-09,Marist,L,69,73,27,61,.443,12,27,.444,3,5,.600,10,33,11,7,3,14,12,28,54,.519,11,21,.524,6,14,.429,6,28,15,11,2,12,11
2,2022-11-13,George Mason,L,56,73,22,61,.361,11,31,.355,1,2,.500,5,24,9,7,3,10,17,26,52,.500,10,22,.455,11,17,.647,7,37,15,4,2,11,6
3,2022-11-16,William & Mary,W,71,64,24,49,.490,6,16,.375,17,20,.850,8,30,12,5,9,13,17,21,50,.420,6,15,.400,16,22,.727,7,26,10,9,0,10,20
